# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1322343	1323101	+						61281871	CCD84_RS07510	759		old_locus_tag=CCD84_07605
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1322343	1323101	+	WP_002229835.1	WP_002229835.1		glycosyltransferase family 2 protein		61281871	CCD84_RS07510	759	252	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1323102	1324166	+						61281872	CCD84_RS07515	1065		old_locus_tag=CCD84_07610
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1323102	1324166	+	WP_002229833.1	WP_002229833.1		glycosyltransferase family 4 protein		61281872	CCD84_RS07515	1065	354	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1324553	1325890	+						61281873	CCD84_RS07525	1338		old_locus_tag=CCD84_07620
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1324553	1325890	+	WP_002229837.1	WP_002229837.1		sodium-dependent transporter		61281873	CCD84_RS07525	1338	445	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1326062	1326460	-						61281874	CCD84_RS07530	399		old_locus_tag=CCD84_07625
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1326062	1326460	-	WP_002259976.1	WP_002259976.1		FAD:protein FMN transferase		61281874	CCD84_RS07530	399	132	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1326441	1326722	-						61281875	CCD84_RS07535	282		old_locus_tag=CCD84_07630
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1326441	1326722	-	WP_002234221.1	WP_002234221.1		hypothetical protein		61281875	CCD84_RS07535	282	93	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1326731	1327525	-						61281876	CCD84_RS07540	795		old_locus_tag=CCD84_07635
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1326731	1327525	-	WP_002229838.1	WP_002229838.1		thymidylate synthase		61281876	CCD84_RS07540	795	264	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1327909	1329243	+					gdhA	61281877	CCD84_RS07545	1335		old_locus_tag=CCD84_07640
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1327909	1329243	+	WP_002220432.1	WP_002220432.1		NADP-specific glutamate dehydrogenase	gdhA	61281877	CCD84_RS07545	1335	444	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1329391	1329759	+						61281878	CCD84_RS07550	369		old_locus_tag=CCD84_07645
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1329391	1329759	+	WP_002224354.1	WP_002224354.1		hypothetical protein		61281878	CCD84_RS07550	369	122	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1329803	1330060	+						61281879	CCD84_RS07555	258		old_locus_tag=CCD84_07650
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1329803	1330060	+	WP_002232916.1	WP_002232916.1		hypothetical protein		61281879	CCD84_RS07555	258	85	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1330246	1331025	-						61281880	CCD84_RS07560	780		old_locus_tag=CCD84_07655
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1330246	1331025	-	WP_002218873.1	WP_002218873.1		FadR family transcriptional regulator		61281880	CCD84_RS07560	780	259	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1331632	1331859	+						61281881	CCD84_RS07565	228		old_locus_tag=CCD84_07660
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1331632	1331859	+	WP_002226130.1	WP_002226130.1		L-lactate permease		61281881	CCD84_RS07565	228	75	
gene	pseudogene	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1331838	1332035	+						61281882	CCD84_RS07570	198		partial;pseudo;old_locus_tag=CCD84_07665
CDS	without_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1331838	1332035	+				TonB-dependent receptor		61281882	CCD84_RS07570	198		partial;pseudo
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1332227	1333630	-					mtrE	61281883	CCD84_RS07575	1404		old_locus_tag=CCD84_07670
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1332227	1333630	-	WP_002260453.1	WP_002260453.1		multidrug efflux transporter outer membrane subunit MtrE	mtrE	61281883	CCD84_RS07575	1404	467	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1333685	1336888	-					mtrD	61281884	CCD84_RS07580	3204		old_locus_tag=CCD84_07675
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1333685	1336888	-	WP_002229840.1	WP_002229840.1		multidrug efflux RND transporter permease subunit MtrD	mtrD	61281884	CCD84_RS07580	3204	1067	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1336900	1338138	-					mtrC	61281885	CCD84_RS07585	1239		old_locus_tag=CCD84_07680
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1336900	1338138	-	WP_002242931.1	WP_002242931.1		multidrug efflux RND transporter periplasmic adaptor subunit MtrC	mtrC	61281885	CCD84_RS07585	1239	412	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1338542	1339174	+					mtrR	61281886	CCD84_RS07590	633		old_locus_tag=CCD84_07685
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1338542	1339174	+	WP_002216625.1	WP_002216625.1		multidrug efflux system transcriptional repressor MtrR	mtrR	61281886	CCD84_RS07590	633	210	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1339453	1339665	-						61281887	CCD84_RS07595	213		old_locus_tag=CCD84_07690
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1339453	1339665	-	WP_002235133.1	WP_002235133.1		hypothetical protein		61281887	CCD84_RS07595	213	70	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1339999	1341567	+					mtrF	61281888	CCD84_RS07600	1569		old_locus_tag=CCD84_07695
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1339999	1341567	+	WP_149323735.1	WP_149323735.1		AbgT family antimetabolite efflux transporter MtrF	mtrF	61281888	CCD84_RS07600	1569	522	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1341635	1344844	-					recC	61281889	CCD84_RS07605	3210		old_locus_tag=CCD84_07700
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1341635	1344844	-	WP_002229846.1	WP_002229846.1		exodeoxyribonuclease V subunit gamma	recC	61281889	CCD84_RS07605	3210	1069	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1344946	1346355	-						61281890	CCD84_RS07610	1410		old_locus_tag=CCD84_07705
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1344946	1346355	-	WP_002229845.1	WP_002229845.1		PepSY domain-containing protein		61281890	CCD84_RS07610	1410	469	
gene	pseudogene	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1346557	1346901	-						71771347	CCD84_RS12715	345		partial;pseudo
CDS	without_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1346557	1346901	-				cytochrome c5 family protein		71771347	CCD84_RS12715	345		partial;pseudo
gene	pseudogene	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1347025	1347888	-					ccoP	61281891	CCD84_RS12720	864		partial;pseudo;old_locus_tag=CCD84_07715
CDS	without_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1347025	1347888	-				cytochrome-c oxidase, cbb3-type subunit III	ccoP	61281891	CCD84_RS12720	864		partial;pseudo
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1347912	1348082	-						61281892	CCD84_RS07625	171		old_locus_tag=CCD84_07720
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1347912	1348082	-	WP_002212597.1	WP_002212597.1		CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone		61281892	CCD84_RS07625	171	56	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1348087	1348698	-					ccoO	61281893	CCD84_RS07630	612		old_locus_tag=CCD84_07725
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1348087	1348698	-	WP_002212596.1	WP_002212596.1		cytochrome-c oxidase, cbb3-type subunit II	ccoO	61281893	CCD84_RS07630	612	203	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1348725	1350158	-					ccoN	61281894	CCD84_RS07635	1434		old_locus_tag=CCD84_07730
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1348725	1350158	-	WP_002216619.1	WP_002216619.1		cytochrome-c oxidase, cbb3-type subunit I	ccoN	61281894	CCD84_RS07635	1434	477	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1350485	1352233	+						61281895	CCD84_RS07640	1749		old_locus_tag=CCD84_07735
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1350485	1352233	+	WP_002212594.1	WP_002212594.1		M61 family metallopeptidase		61281895	CCD84_RS07640	1749	582	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1352298	1352726	+						61281896	CCD84_RS07645	429		old_locus_tag=CCD84_07740
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1352298	1352726	+	WP_002220419.1	WP_002220419.1		TIGR01244 family sulfur transferase		61281896	CCD84_RS07645	429	142	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1353413	1353847	-						61281897	CCD84_RS07650	435		old_locus_tag=CCD84_07745
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1353413	1353847	-	WP_002212592.1	WP_002212592.1		biopolymer transporter ExbD		61281897	CCD84_RS07650	435	144	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1353850	1354512	-					exbB	61281898	CCD84_RS07655	663		old_locus_tag=CCD84_07750
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1353850	1354512	-	WP_002216612.1	WP_002216612.1		TonB-system energizer ExbB	exbB	61281898	CCD84_RS07655	663	220	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1354578	1355420	-						61281899	CCD84_RS07660	843		old_locus_tag=CCD84_07755
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1354578	1355420	-	WP_002230816.1	WP_002230816.1		energy transducer TonB		61281899	CCD84_RS07660	843	280	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1355675	1356313	+						61281900	CCD84_RS07665	639		old_locus_tag=CCD84_07760
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1355675	1356313	+	WP_002216609.1	WP_002216609.1		site-2 protease family protein		61281900	CCD84_RS07665	639	212	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1356423	1357174	-						61281901	CCD84_RS07675	752		old_locus_tag=CCD84_07770
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1356423	1357174	-	WP_096121706.1	WP_096121706.1		IS5 family transposase		61281901	CCD84_RS07675	753	250	ribosomal_slippage
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1357610	1358410	-						61281902	CCD84_RS07685	801		old_locus_tag=CCD84_07780
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1357610	1358410	-	WP_002212588.1	WP_002212588.1		cation diffusion facilitator family transporter		61281902	CCD84_RS07685	801	266	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1358546	1359049	-						61281903	CCD84_RS07690	504		old_locus_tag=CCD84_07785
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1358546	1359049	-	WP_002227076.1	WP_002227076.1		hypothetical protein		61281903	CCD84_RS07690	504	167	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1359386	1360027	-						61281904	CCD84_RS07695	642		old_locus_tag=CCD84_07790
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1359386	1360027	-	WP_002216608.1	WP_002216608.1		GrxB family glutaredoxin		61281904	CCD84_RS07695	642	213	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1360355	1362568	+						61281905	CCD84_RS07700	2214		old_locus_tag=CCD84_07800
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1360355	1362568	+	WP_002230814.1	WP_002230814.1		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase		61281905	CCD84_RS07700	2214	737	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1362861	1363648	+						61281906	CCD84_RS07705	788		old_locus_tag=CCD84_07805
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1362861	1363648	+	WP_096001767.1	WP_096001767.1		IS630 family transposase		61281906	CCD84_RS07705	789	262	ribosomal_slippage
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1363812	1365215	-						61281907	CCD84_RS07710	1404		old_locus_tag=CCD84_07810
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1363812	1365215	-	WP_002212583.1	WP_002212583.1		TolC family protein		61281907	CCD84_RS07710	1404	467	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1365284	1366711	-						61281908	CCD84_RS07715	1428		old_locus_tag=CCD84_07815
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1365284	1366711	-	WP_002221400.1	WP_002221400.1		HlyD family type I secretion periplasmic adaptor subunit		61281908	CCD84_RS07715	1428	475	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1366947	1367300	+						61281909	CCD84_RS07720	354		old_locus_tag=CCD84_07820
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1366947	1367300	+	WP_002218854.1	WP_002218854.1		hypothetical protein		61281909	CCD84_RS07720	354	117	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1367237	1367803	+						71771348	CCD84_RS12725	567		old_locus_tag=CCD84_07825
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1367237	1367803	+	WP_079870311.1	WP_079870311.1		hypothetical protein		71771348	CCD84_RS12725	567	188	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1367887	1369230	+						61281910	CCD84_RS07730	1344		old_locus_tag=CCD84_07830
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1367887	1369230	+	WP_002229364.1	WP_002229364.1		replication initiation factor domain-containing protein		61281910	CCD84_RS07730	1344	447	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1369275	1369565	+						61281911	CCD84_RS07735	291		old_locus_tag=CCD84_07835
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1369275	1369565	+	WP_002229363.1	WP_002229363.1		hypothetical protein		61281911	CCD84_RS07735	291	96	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1369570	1369767	+						61281912	CCD84_RS07740	198		old_locus_tag=CCD84_07840
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1369570	1369767	+	WP_002215770.1	WP_002215770.1		hypothetical protein		61281912	CCD84_RS07740	198	65	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1369775	1370059	+						61281913	CCD84_RS07745	285		old_locus_tag=CCD84_07845
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1369775	1370059	+	WP_002221100.1	WP_002221100.1		major capsid protein		61281913	CCD84_RS07745	285	94	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1370066	1370344	+						61281914	CCD84_RS07750	279		old_locus_tag=CCD84_07850
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1370066	1370344	+	WP_002215768.1	WP_002215768.1		hypothetical protein		61281914	CCD84_RS07750	279	92	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1370472	1370789	+						61281915	CCD84_RS07755	318		old_locus_tag=CCD84_07855
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1370472	1370789	+	WP_002221098.1	WP_002221098.1		DUF1132 family protein		61281915	CCD84_RS07755	318	105	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1370731	1371171	+						61281916	CCD84_RS07760	441		old_locus_tag=CCD84_07860
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1370731	1371171	+	WP_002221097.1	WP_002221097.1		hypothetical protein		61281916	CCD84_RS07760	441	146	
gene	tRNA	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1371671	1371746	-						61281917	CCD84_RS07765	76		old_locus_tag=CCD84_07870
tRNA		GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1371671	1371746	-				tRNA-Asn		61281917	CCD84_RS07765	76		anticodon=GTT
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1371839	1372198	-						61281918	CCD84_RS07770	360		old_locus_tag=CCD84_07875
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1371839	1372198	-	WP_002212575.1	WP_002212575.1		roadblock/LC7 domain-containing protein		61281918	CCD84_RS07770	360	119	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1372221	1372865	-						61281919	CCD84_RS07775	645		old_locus_tag=CCD84_07880
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1372221	1372865	-	WP_002229076.1	WP_002229076.1		hypothetical protein		61281919	CCD84_RS07775	645	214	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1372867	1373403	-						61281920	CCD84_RS07780	537		old_locus_tag=CCD84_07885
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1372867	1373403	-	WP_002212573.1	WP_002212573.1		ATP/GTP-binding protein		61281920	CCD84_RS07780	537	178	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1373415	1374512	-						61281921	CCD84_RS07785	1098		old_locus_tag=CCD84_07890
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1373415	1374512	-	WP_002212572.1	WP_002212572.1		response regulator		61281921	CCD84_RS07785	1098	365	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1374515	1375951	-						61281922	CCD84_RS07790	1437		old_locus_tag=CCD84_07895
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1374515	1375951	-	WP_002222078.1	WP_002222078.1		tetratricopeptide repeat protein		61281922	CCD84_RS07790	1437	478	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1376171	1376953	-					bioC	61281923	CCD84_RS07795	783		old_locus_tag=CCD84_07900
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1376171	1376953	-	WP_002229078.1	WP_002229078.1		malonyl-ACP O-methyltransferase BioC	bioC	61281923	CCD84_RS07795	783	260	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1376941	1377588	-						61281924	CCD84_RS07800	648		old_locus_tag=CCD84_07905
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1376941	1377588	-	WP_002229075.1	WP_002229075.1		DUF452 family protein		61281924	CCD84_RS07800	648	215	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1377598	1378740	-					bioF	61281925	CCD84_RS07805	1143		old_locus_tag=CCD84_07910
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1377598	1378740	-	WP_002229073.1	WP_002229073.1		8-amino-7-oxononanoate synthase	bioF	61281925	CCD84_RS07805	1143	380	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1378762	1378899	-						61281926	CCD84_RS07810	138		old_locus_tag=CCD84_07915
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1378762	1378899	-	WP_009346942.1	WP_009346942.1		hypothetical protein		61281926	CCD84_RS07810	138	45	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1378963	1380039	+						61281927	CCD84_RS07815	1077		old_locus_tag=CCD84_07920
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1378963	1380039	+	WP_002218845.1	WP_002218845.1		L,D-transpeptidase		61281927	CCD84_RS07815	1077	358	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1380246	1381712	-						61281928	CCD84_RS07820	1467		old_locus_tag=CCD84_07925
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1380246	1381712	-	WP_002229077.1	WP_002229077.1		DASS family sodium-coupled anion symporter		61281928	CCD84_RS07820	1467	488	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1381910	1382833	-					speB	61281929	CCD84_RS07825	924		old_locus_tag=CCD84_07930
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1381910	1382833	-	WP_002212564.1	WP_002212564.1		agmatinase	speB	61281929	CCD84_RS07825	924	307	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1382932	1384824	-					speA	61281930	CCD84_RS07830	1893		old_locus_tag=CCD84_07935
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1382932	1384824	-	WP_002212563.1	WP_002212563.1		biosynthetic arginine decarboxylase	speA	61281930	CCD84_RS07830	1893	630	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1384991	1385275	-						61281931	CCD84_RS07835	285		old_locus_tag=CCD84_07940
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1384991	1385275	-	WP_002216588.1	WP_002216588.1		PepSY domain-containing protein		61281931	CCD84_RS07835	285	94	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1385426	1387234	-					aspS	61281932	CCD84_RS07840	1809		old_locus_tag=CCD84_07945
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1385426	1387234	-	WP_002229074.1	WP_002229074.1		aspartate--tRNA ligase	aspS	61281932	CCD84_RS07840	1809	602	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1387292	1387993	-						61281933	CCD84_RS07845	702		old_locus_tag=CCD84_07950
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1387292	1387993	-	WP_002229079.1	WP_002229079.1		DUF502 domain-containing protein		61281933	CCD84_RS07845	702	233	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1388136	1389284	-						61281934	CCD84_RS07850	1149		old_locus_tag=CCD84_07955
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1388136	1389284	-	WP_002216585.1	WP_002216585.1		phospholipase A		61281934	CCD84_RS07850	1149	382	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1389445	1389708	-					rpsT	61281935	CCD84_RS07855	264		old_locus_tag=CCD84_07960
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1389445	1389708	-	WP_002212556.1	WP_002212556.1		30S ribosomal protein S20	rpsT	61281935	CCD84_RS07855	264	87	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1390011	1391153	+						61281936	CCD84_RS07860	1143		old_locus_tag=CCD84_07965
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1390011	1391153	+	WP_002216584.1	WP_002216584.1		extracellular solute-binding protein		61281936	CCD84_RS07860	1143	380	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1393524	1396277	-					tbpA	61281937	CCD84_RS07875	2754		old_locus_tag=CCD84_07990
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1393524	1396277	-	WP_149449340.1	WP_149449340.1		transferrin-binding protein TbpA	tbpA	61281937	CCD84_RS07875	2754	917	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1396364	1398508	-						61281938	CCD84_RS07880	2145		old_locus_tag=CCD84_07995
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1396364	1398508	-	WP_149449341.1	WP_149449341.1		transferrin-binding protein-like solute binding protein		61281938	CCD84_RS07880	2145	714	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1401545	1402654	+						61281939	CCD84_RS07910	1110		old_locus_tag=CCD84_08040
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1401545	1402654	+	WP_002216582.1	WP_002216582.1		Fic family protein		61281939	CCD84_RS07910	1110	369	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1403382	1404194	-					murI	61281940	CCD84_RS07920	813		old_locus_tag=CCD84_08050
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1403382	1404194	-	WP_002260387.1	WP_002260387.1		glutamate racemase	murI	61281940	CCD84_RS07920	813	270	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	1404389	1404850	+					tsaE	61281941	CCD84_RS07930	462		old_locus_tag=CCD84_08060
