# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1111626	1111946	-							CKV66_RS12155	321		
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1111626	1111946	-	WP_085363853.1	WP_085363853.1		hypothetical protein			CKV66_RS12155	321	106	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1111986	1112189	+							CKV66_RS05140	204		old_locus_tag=SAMEA4504057_01012
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1111986	1112189	+	WP_085363852.1	WP_085363852.1		dioxygenase			CKV66_RS05140	204	67	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1112192	1112563	+							CKV66_RS05145	372		old_locus_tag=SAMEA4504057_01013
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1112192	1112563	+	WP_085363913.1	WP_085363913.1		VanZ family protein			CKV66_RS05145	372	123	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1112642	1113079	+					rnhA		CKV66_RS05150	438		old_locus_tag=SAMEA4504057_01014
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1112642	1113079	+	WP_085363851.1	WP_085363851.1		ribonuclease HI	rnhA		CKV66_RS05150	438	145	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1113237	1113713	-							CKV66_RS05155	477		old_locus_tag=SAMEA4504057_01015
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1113237	1113713	-	WP_085363850.1	WP_085363850.1		hypothetical protein			CKV66_RS05155	477	158	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1114078	1114545	-							CKV66_RS05160	468		old_locus_tag=SAMEA4504057_01016
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1114078	1114545	-	WP_085363849.1	WP_085363849.1		low molecular weight phosphotyrosine protein phosphatase			CKV66_RS05160	468	155	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1114542	1115645	-							CKV66_RS05165	1104		old_locus_tag=SAMEA4504057_01017
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1114542	1115645	-	WP_085363848.1	WP_085363848.1		conjugal transfer protein			CKV66_RS05165	1104	367	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1115733	1116503	-							CKV66_RS05170	771		old_locus_tag=SAMEA4504057_01018
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1115733	1116503	-	WP_085363847.1	WP_085363847.1		ADP-ribosylglycohydrolase family protein			CKV66_RS05170	771	256	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1116630	1118462	-							CKV66_RS05175	1833		old_locus_tag=SAMEA4504057_01019
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1116630	1118462	-	WP_085363846.1	WP_085363846.1		transglycosylase SLT domain-containing protein			CKV66_RS05175	1833	610	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1118702	1119490	-							CKV66_RS05180	789		old_locus_tag=SAMEA4504057_01020
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1118702	1119490	-	WP_085363912.1	WP_085363912.1		FadR family transcriptional regulator			CKV66_RS05180	789	262	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1119791	1120567	+							CKV66_RS05185	777		old_locus_tag=SAMEA4504057_01021
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1119791	1120567	+	WP_085363911.1	WP_085363911.1		(Fe-S)-binding protein			CKV66_RS05185	777	258	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1120564	1121259	+							CKV66_RS05190	696		old_locus_tag=SAMEA4504057_01022
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1120564	1121259	+	WP_085363845.1	WP_085363845.1		lactate utilization protein C			CKV66_RS05190	696	231	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1121314	1122762	+							CKV66_RS05195	1449		old_locus_tag=SAMEA4504057_01023
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1121314	1122762	+	WP_085363844.1	WP_085363844.1		LutB/LldF family L-lactate oxidation iron-sulfur protein			CKV66_RS05195	1449	482	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1122995	1124575	+							CKV66_RS05200	1581		old_locus_tag=SAMEA4504057_01024
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1122995	1124575	+	WP_085363843.1	WP_085363843.1		L-lactate permease			CKV66_RS05200	1581	526	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1124769	1125263	-					greB		CKV66_RS05205	495		old_locus_tag=SAMEA4504057_01025
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1124769	1125263	-	WP_085363842.1	WP_085363842.1		transcription elongation factor GreB	greB		CKV66_RS05205	495	164	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1125361	1125939	-							CKV66_RS05210	579		old_locus_tag=SAMEA4504057_01026
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1125361	1125939	-	WP_085363841.1	WP_085363841.1		DUF4126 domain-containing protein			CKV66_RS05210	579	192	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1126161	1127360	-							CKV66_RS05215	1200		old_locus_tag=SAMEA4504057_01027
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1126161	1127360	-	WP_085363840.1	WP_085363840.1		MFS transporter			CKV66_RS05215	1200	399	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1127476	1127787	+							CKV66_RS05220	312		old_locus_tag=SAMEA4504057_01028
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1127476	1127787	+	WP_085363839.1	WP_085363839.1		PepSY domain-containing protein			CKV66_RS05220	312	103	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1127871	1128407	-							CKV66_RS05225	537		old_locus_tag=SAMEA4504057_01029
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1127871	1128407	-	WP_085363838.1	WP_085363838.1		DNA-3-methyladenine glycosylase I			CKV66_RS05225	537	178	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1129018	1129182	-							CKV66_RS12535	165		old_locus_tag=SAMEA4504057_01030
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1129018	1129182	-	WP_157739149.1	WP_157739149.1		hypothetical protein			CKV66_RS12535	165	54	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1129289	1129612	-							CKV66_RS05230	324		old_locus_tag=SAMEA4504057_01031
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1129289	1129612	-	WP_085363837.1	WP_085363837.1		putative addiction module antidote protein			CKV66_RS05230	324	107	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1129605	1129907	-							CKV66_RS05235	303		old_locus_tag=SAMEA4504057_01032
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1129605	1129907	-	WP_085363836.1	WP_085363836.1		type II toxin-antitoxin system RelE/ParE family toxin			CKV66_RS05235	303	100	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1130044	1131837	-							CKV66_RS05240	1794		old_locus_tag=SAMEA4504057_01033
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1130044	1131837	-	WP_095197846.1	WP_095197846.1		DUF927 domain-containing protein			CKV66_RS05240	1794	597	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1132012	1133121	-							CKV66_RS05245	1110		old_locus_tag=SAMEA4504057_01034
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1132012	1133121	-	WP_095197847.1	WP_095197847.1		toprim domain-containing protein			CKV66_RS05245	1110	369	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1133132	1133392	-							CKV66_RS05250	261		old_locus_tag=SAMEA4504057_01035
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1133132	1133392	-	WP_085363110.1	WP_085363110.1		hypothetical protein			CKV66_RS05250	261	86	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1133504	1133821	-							CKV66_RS05255	318		old_locus_tag=SAMEA4504057_01036
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1133504	1133821	-	WP_085363111.1	WP_085363111.1		hypothetical protein			CKV66_RS05255	318	105	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1134239	1134946	-							CKV66_RS05260	708		old_locus_tag=SAMEA4504057_01037
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1134239	1134946	-	WP_085363112.1	WP_085363112.1		KilA-N domain-containing protein			CKV66_RS05260	708	235	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1134943	1135251	-							CKV66_RS05265	309		old_locus_tag=SAMEA4504057_01038
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1134943	1135251	-	WP_085363113.1	WP_085363113.1		hypothetical protein			CKV66_RS05265	309	102	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1135264	1135470	-							CKV66_RS05270	207		old_locus_tag=SAMEA4504057_01039
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1135264	1135470	-	WP_085363114.1	WP_085363114.1		AlpA family phage regulatory protein			CKV66_RS05270	207	68	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1135598	1136434	-							CKV66_RS05275	837		old_locus_tag=SAMEA4504057_01040
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1135598	1136434	-	WP_085363115.1	WP_085363115.1		hypothetical protein			CKV66_RS05275	837	278	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1136565	1137782	-							CKV66_RS05280	1218		old_locus_tag=SAMEA4504057_01041
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1136565	1137782	-	WP_085363116.1	WP_085363116.1		integrase arm-type DNA-binding domain-containing protein			CKV66_RS05280	1218	405	
gene	tRNA	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1138004	1138089	-							CKV66_RS05285	86		old_locus_tag=SAMEA4504057_01042
tRNA		GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1138004	1138089	-				tRNA-Leu			CKV66_RS05285	86		anticodon=GAG
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1138120	1138473	-					secG		CKV66_RS05290	354		old_locus_tag=SAMEA4504057_01043
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1138120	1138473	-	WP_085363117.1	WP_085363117.1		preprotein translocase subunit SecG	secG		CKV66_RS05290	354	117	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1138479	1139234	-					tpiA		CKV66_RS05295	756		old_locus_tag=SAMEA4504057_01044
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1138479	1139234	-	WP_085363118.1	WP_085363118.1		triose-phosphate isomerase	tpiA		CKV66_RS05295	756	251	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1139518	1140006	+							CKV66_RS05300	489		old_locus_tag=SAMEA4504057_01045
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1139518	1140006	+	WP_085363119.1	WP_085363119.1		GAF domain-containing protein			CKV66_RS05300	489	162	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1140165	1140824	+							CKV66_RS05305	660		old_locus_tag=SAMEA4504057_01046
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1140165	1140824	+	WP_085363120.1	WP_085363120.1		protein-L-isoaspartate O-methyltransferase			CKV66_RS05305	660	219	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1140925	1141245	+							CKV66_RS05310	321		old_locus_tag=SAMEA4504057_01047
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1140925	1141245	+	WP_085363121.1	WP_085363121.1		sulfurtransferase			CKV66_RS05310	321	106	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1141615	1141818	+							CKV66_RS05315	204		old_locus_tag=SAMEA4504057_01048
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1141615	1141818	+	WP_085363122.1	WP_085363122.1		hypothetical protein			CKV66_RS05315	204	67	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1142066	1143295	+							CKV66_RS05320	1230		old_locus_tag=SAMEA4504057_01049
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1142066	1143295	+	WP_231990527.1	WP_231990527.1		multidrug effflux MFS transporter			CKV66_RS05320	1230	409	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1143418	1144500	+					pheA		CKV66_RS05325	1083		old_locus_tag=SAMEA4504057_01050
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1143418	1144500	+	WP_085363123.1	WP_085363123.1		prephenate dehydratase	pheA		CKV66_RS05325	1083	360	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1144606	1146117	-					ubiB		CKV66_RS05330	1512		old_locus_tag=SAMEA4504057_01051
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1144606	1146117	-	WP_085363124.1	WP_085363124.1		ubiquinone biosynthesis regulatory protein kinase UbiB	ubiB		CKV66_RS05330	1512	503	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1146537	1147238	+							CKV66_RS05335	702		old_locus_tag=SAMEA4504057_01052
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1146537	1147238	+	WP_085363125.1	WP_085363125.1		hypothetical protein			CKV66_RS05335	702	233	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1147521	1148396	+							CKV66_RS05345	876		old_locus_tag=SAMEA4504057_01053
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1147521	1148396	+	WP_085363127.1	WP_085363127.1		cation diffusion facilitator family transporter			CKV66_RS05345	876	291	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1148566	1150791	+							CKV66_RS05350	2226		old_locus_tag=SAMEA4504057_01054
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1148566	1150791	+	WP_085363275.1	WP_085363275.1		DNA internalization-related competence protein ComEC/Rec2			CKV66_RS05350	2226	741	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1151087	1151821	-							CKV66_RS05355	735		old_locus_tag=SAMEA4504057_01055
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1151087	1151821	-	WP_095197849.1	WP_095197849.1		ankyrin repeat domain-containing protein			CKV66_RS05355	735	244	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1152127	1154169	-							CKV66_RS05360	2043		old_locus_tag=SAMEA4504057_01056
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1152127	1154169	-	WP_095197850.1	WP_095197850.1		oligopeptide transporter, OPT family			CKV66_RS05360	2043	680	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1154563	1156425	+					ilvD		CKV66_RS05365	1863		old_locus_tag=SAMEA4504057_01057
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1154563	1156425	+	WP_085363129.1	WP_085363129.1		dihydroxy-acid dehydratase	ilvD		CKV66_RS05365	1863	620	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1156640	1157140	-							CKV66_RS05370	501		old_locus_tag=SAMEA4504057_01058
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1156640	1157140	-	WP_085363130.1	WP_085363130.1		hypothetical protein			CKV66_RS05370	501	166	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1157305	1159074	-							CKV66_RS05375	1770		old_locus_tag=SAMEA4504057_01059
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1157305	1159074	-	WP_085363131.1	WP_085363131.1		cation acetate symporter			CKV66_RS05375	1770	589	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1159079	1159342	-							CKV66_RS05380	264		old_locus_tag=SAMEA4504057_01060
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1159079	1159342	-	WP_085363132.1	WP_085363132.1		DUF4212 domain-containing protein			CKV66_RS05380	264	87	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1159972	1160601	+							CKV66_RS05385	630		old_locus_tag=SAMEA4504057_01061
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1159972	1160601	+	WP_231990528.1	WP_231990528.1		LysE family transporter			CKV66_RS05385	630	209	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1160638	1161198	-							CKV66_RS05390	561		old_locus_tag=SAMEA4504057_01062
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1160638	1161198	-	WP_085363133.1	WP_085363133.1		pseudouridine synthase			CKV66_RS05390	561	186	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1161445	1162518	+							CKV66_RS05395	1074		old_locus_tag=SAMEA4504057_01063
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1161445	1162518	+	WP_085363134.1	WP_085363134.1		sulfate ABC transporter substrate-binding protein			CKV66_RS05395	1074	357	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1162662	1163456	-							CKV66_RS05400	795		old_locus_tag=SAMEA4504057_01064
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1162662	1163456	-	WP_085363135.1	WP_085363135.1		3'-5' exonuclease			CKV66_RS05400	795	264	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1163705	1164466	+							CKV66_RS05405	762		old_locus_tag=SAMEA4504057_01065
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1163705	1164466	+	WP_085363136.1	WP_085363136.1		DsbC family protein			CKV66_RS05405	762	253	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1164629	1165495	-							CKV66_RS05410	867		old_locus_tag=SAMEA4504057_01066
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1164629	1165495	-	WP_085363137.1	WP_085363137.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase			CKV66_RS05410	867	288	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1165692	1166606	-							CKV66_RS05415	915		old_locus_tag=SAMEA4504057_01067
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1165692	1166606	-	WP_085363138.1	WP_085363138.1		zinc ABC transporter substrate-binding protein			CKV66_RS05415	915	304	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1166706	1167581	-							CKV66_RS05420	876		old_locus_tag=SAMEA4504057_01068
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1166706	1167581	-	WP_085363139.1	WP_085363139.1		metal ABC transporter permease			CKV66_RS05420	876	291	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1167758	1168486	-							CKV66_RS05425	729		old_locus_tag=SAMEA4504057_01069
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1167758	1168486	-	WP_054598726.1	WP_054598726.1		metal ABC transporter ATP-binding protein			CKV66_RS05425	729	242	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1168792	1169112	+							CKV66_RS05435	321		old_locus_tag=SAMEA4504057_01070
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1168792	1169112	+	WP_085363140.1	WP_085363140.1		DUF2288 domain-containing protein			CKV66_RS05435	321	106	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1169247	1169996	+					modA		CKV66_RS05440	750		old_locus_tag=SAMEA4504057_01071
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1169247	1169996	+	WP_085363141.1	WP_085363141.1		molybdate ABC transporter substrate-binding protein	modA		CKV66_RS05440	750	249	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1170078	1170752	+					modB		CKV66_RS05445	675		old_locus_tag=SAMEA4504057_01072
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1170078	1170752	+	WP_085363142.1	WP_085363142.1		molybdate ABC transporter permease subunit	modB		CKV66_RS05445	675	224	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1170752	1171402	+							CKV66_RS05450	651		old_locus_tag=SAMEA4504057_01073
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1170752	1171402	+	WP_085363278.1	WP_085363278.1		ATP-binding cassette domain-containing protein			CKV66_RS05450	651	216	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1171499	1172656	-							CKV66_RS05455	1158		old_locus_tag=SAMEA4504057_01074
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1171499	1172656	-	WP_085363143.1	WP_085363143.1		PLP-dependent aspartate aminotransferase family protein			CKV66_RS05455	1158	385	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1172944	1173717	+					folE2		CKV66_RS05460	774		old_locus_tag=SAMEA4504057_01075
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1172944	1173717	+	WP_085363144.1	WP_085363144.1		GTP cyclohydrolase FolE2	folE2		CKV66_RS05460	774	257	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1173811	1174371	-							CKV66_RS05465	561		old_locus_tag=SAMEA4504057_01076
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1173811	1174371	-	WP_085363145.1	WP_085363145.1		hypothetical protein			CKV66_RS05465	561	186	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1174748	1175929	+					prpF		CKV66_RS05470	1182		old_locus_tag=SAMEA4504057_01077
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1174748	1175929	+	WP_085363146.1	WP_085363146.1		2-methylaconitate cis-trans isomerase PrpF	prpF		CKV66_RS05470	1182	393	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1176173	1177963	-							CKV66_RS05475	1791		old_locus_tag=SAMEA4504057_01078
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1176173	1177963	-	WP_143773792.1	WP_143773792.1		transferrin-binding protein-like solute binding protein			CKV66_RS05475	1791	596	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1178252	1179124	+							CKV66_RS05480	873		old_locus_tag=SAMEA4504057_01079
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1178252	1179124	+	WP_085363148.1	WP_085363148.1		prephenate dehydrogenase			CKV66_RS05480	873	290	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1179324	1179818	+							CKV66_RS05485	495		old_locus_tag=SAMEA4504057_01080
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1179324	1179818	+	WP_085363149.1	WP_085363149.1		disulfide bond formation protein B			CKV66_RS05485	495	164	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1180135	1180575	+					mscL		CKV66_RS05490	441		old_locus_tag=SAMEA4504057_01081
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1180135	1180575	+	WP_085363150.1	WP_085363150.1		large conductance mechanosensitive channel protein MscL	mscL		CKV66_RS05490	441	146	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1180806	1181432	+							CKV66_RS05495	627		old_locus_tag=SAMEA4504057_01082
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1180806	1181432	+	WP_085363151.1	WP_085363151.1		hemolysin III family protein			CKV66_RS05495	627	208	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1181501	1182796	-							CKV66_RS05500	1296		old_locus_tag=SAMEA4504057_01083
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	1181501	1182796	-	WP_085363152.1	WP_085363152.1		N-acetylmuramoyl-L-alanine amidase			CKV66_RS05500	1296	431	
